outlet_name_mbfc,url_mbfc,bias_mbfc,factual_reporting_mbfc,country_mbfc,credibility_mbfc,url_cleaned
Them.us,https://mediabiasfactcheck.com/them-us,Left,High,US,High,them.us
TheosWatch.com,https://mediabiasfactcheck.com/theoswatch-com,Left,Mixed,US,Medium,theoswatch.com
TheSpectator.info,https://mediabiasfactcheck.com/thespectator-info,Questionable,Very Low,US,Low,thespectator.info
TheStreet,https://mediabiasfactcheck.com/thestreet,Center-Right,High,US,High,thestreet.com
TheWrap,https://mediabiasfactcheck.com/thewrap,Center-Left,Mixed,US,Medium,thewrap.com
Think Progress,https://mediabiasfactcheck.com/think-progress,Left,Mixed,US,Medium,thinkprogress.org
Thinking Mom's Revolution,https://mediabiasfactcheck.com/thinking-moms-revolution,Conspiracy-Pseudoscience,Low,US,Low,thinkingmomsrevolution.com
Third Way,https://mediabiasfactcheck.com/third-way,Center,Mostly Factual,US,High,thirdway.org
Thought Catalog,https://mediabiasfactcheck.com/thought-catalog,Conspiracy-Pseudoscience,Mixed,US,Low,thoughtcatalog.com
Thought Crime Radio,https://mediabiasfactcheck.com/thought-crime-radio,Conspiracy-Pseudoscience,Very Low,US,Low,thoughtcrimeradio.net
ThoughtCo,https://mediabiasfactcheck.com/thoughtco,Center,Very High,US,High,thoughtco.com
Thrillist,https://mediabiasfactcheck.com/thrillist-bias-credibility,Center-Left,High,US,High,thrillist.com
Thrive Global,https://mediabiasfactcheck.com/thrive-global,Conspiracy-Pseudoscience,Mixed,US,Low,thriveglobal.com
Thrive Movement,https://mediabiasfactcheck.com/thrive-movement,Conspiracy-Pseudoscience,Low,US,Low,thrivemovement.com
Time Magazine,https://mediabiasfactcheck.com/time,Center-Left,High,US,High,time.com
Timeline,https://mediabiasfactcheck.com/timeline,Center-Left,High,US,High,timeline.com
Times News (Pennsylvania,https://mediabiasfactcheck.com/times-news-pennsylvania,Center-Right,High,US,High,tnonline.com
Times of San Diego,https://mediabiasfactcheck.com/times-san-diego,Center,High,US,High,timesofsandiego.com
Times-News (Idaho,https://mediabiasfactcheck.com/times-news-idaho,Center,High,US,High,magicvalley.com
Times-Picayune,https://mediabiasfactcheck.com/the-times-picayune,Center-Left,High,US,High,nola.com
TittleTattle365,https://mediabiasfactcheck.com/tittletattle365,Satire,,US,,tittletattle365.com
TMZ,https://mediabiasfactcheck.com/tmz,Center-Right,Mixed,US,Medium,tmz.com
To Inform is to Influence,https://mediabiasfactcheck.com/to-inform-is-to-influence,Center-Left,High,US,High,toinformistoinfluence.com
Today I Found Out,https://mediabiasfactcheck.com/today-i-found-out,Center,High,US,High,todayifoundout.com
Today.com,https://mediabiasfactcheck.com/today-com,Center-Left,Mostly Factual,US,High,today.com
ToddStarnes.com,https://mediabiasfactcheck.com/toddstarnes-com,Questionable,Mixed,US,Low,toddstarnes.com
Toledo Blade,https://mediabiasfactcheck.com/toledo-blade,Center-Right,High,US,High,toledoblade.com
Tomdispatch.com,https://mediabiasfactcheck.com/tomdispatch-com,Center-Left,High,US,High,tomdispatch.com
TooFab,https://mediabiasfactcheck.com/toofab,Questionable,Mixed,US,Low,toofab.com
Topeka Capital-Journal,https://mediabiasfactcheck.com/topeka-capital-journal,Center-Left,High,US,High,cjonline.com
Topeka Sun,https://mediabiasfactcheck.com/topeka-sun-bias,Questionable,Mixed,US,Low,topekasun.com
Towleroad,https://mediabiasfactcheck.com/towleroad,Left,High,US,High,towleroad.com
Townhall,https://mediabiasfactcheck.com/townhall,Questionable,Mixed,US,Low,townhall.com
TPL News,https://mediabiasfactcheck.com/tpl-news,Questionable,Mixed,US,Low,tplnews.com
Transparent California,https://mediabiasfactcheck.com/transparent-california,Center-Right,Mostly Factual,US,High,transparentcalifornia.com
Transpartisan Review,https://mediabiasfactcheck.com/transpartisan-review,Center,High,US,High,transpartisanreview.com
Traverse City Record-Eagle,https://mediabiasfactcheck.com/traverse-city-record-eagle,Center,High,US,High,record-eagle.com
Treason.News,https://mediabiasfactcheck.com/treason-news,Conspiracy-Pseudoscience,Very Low,US,Low,treason.news
Treasure Coast Sun,https://mediabiasfactcheck.com/treasure-coast-sun,Questionable,Mixed,US,Low,treasurecoastsun.com
Treasure Valley Times,https://mediabiasfactcheck.com/treasure-valley-times,Questionable,Mixed,US,Low,treasurevalleytimes.com
TreeHugger,https://mediabiasfactcheck.com/treehugger,Left,High,US,High,treehugger.com
Trending Politics,https://mediabiasfactcheck.com/trending-politics,Questionable,Low,US,Low,trendingpolitics.com
My Daily Freedom,https://mediabiasfactcheck.com/trending-views,Right,Mixed,US,Medium,mydailyfreedom.com
Tri-City Herald,https://mediabiasfactcheck.com/tri-city-herald,Center,High,US,High,tri-cityherald.com
TrialSite News,https://mediabiasfactcheck.com/trialsite-news,Conspiracy-Pseudoscience,Mixed,US,Low,trialsitenews.com
Tribune Content Agency,https://mediabiasfactcheck.com/tribune-news-service,Center,High,US,High,tribunecontentagency.com
Tribunist,https://mediabiasfactcheck.com/tribunist,Right,Mostly Factual,US,Medium,tribunist.com
Trigger Reset,https://mediabiasfactcheck.com/triggerreset,Questionable,Low,US,Low,triggerreset.net
True Blue Scoop,https://mediabiasfactcheck.com/true-blue-scoop,Questionable,Low,US,Low,truebluescoop.com
True Pundit,https://mediabiasfactcheck.com/true-pundit,Conspiracy-Pseudoscience,Low,US,Low,truepundit.com
Trump Train News,https://mediabiasfactcheck.com/trump-train-news,Questionable,Mixed,US,Low,trumptrainnews.com
Trump.News,https://mediabiasfactcheck.com/trump-news,Questionable,Low,US,Low,trump.news
TruNews,https://mediabiasfactcheck.com/trunews,Conspiracy-Pseudoscience,Low,US,Low,trunews.com
Truth Against the Machine,https://mediabiasfactcheck.com/truth-against-the-machine,Left,High,US,High,truthagainstthemachine.com
Truth and Action,https://mediabiasfactcheck.com/truth-and-action,Questionable,Low,US,Low,truthandaction.org
Truth Be Told,https://mediabiasfactcheck.com/truth-be-told,Center-Left,High,US,High,truthbetold.news
Truth in Media,https://mediabiasfactcheck.com/truth-in-media,Questionable,Low,US,Low,truthinmedia.com
Truth Monitor,https://mediabiasfactcheck.com/truth-monitor,Questionable,Low,US,Low,truthmonitor.com
Truth Revolt,https://mediabiasfactcheck.com/truth-revolt,Questionable,Low,US,Low,truthrevolt.org
Truth Uncensored,https://mediabiasfactcheck.com/truth-uncensored,Questionable,Low,US,Low,truthuncensored.net
Truthbrary,https://mediabiasfactcheck.com/truthbrary,Satire,,US,,truthbrary.org
TruthDig,https://mediabiasfactcheck.com/truthdig,Left,High,US,High,truthdig.com
Truthfeed,https://mediabiasfactcheck.com/truthfeed,Questionable,Low,US,Low,truthfeednews.com
TruthorFiction.com,https://mediabiasfactcheck.com/truthorfiction-com,Center,Very High,US,High,truthorfiction.com
TruthOut,https://mediabiasfactcheck.com/truth-out,Left,Mixed,US,Medium,truthout.org
Tucson Standard,https://mediabiasfactcheck.com/tucson-standard,Questionable,Mixed,US,Low,tucsonstandard.com
Tulare Times,https://mediabiasfactcheck.com/tulare-times,Questionable,Mixed,US,Low,tularetimes.com
Tulsa World,https://mediabiasfactcheck.com/tulsa-world,Center-Right,High,US,High,tulsaworld.com
Turning Point USA,https://mediabiasfactcheck.com/turning-point-usa,Questionable,Low,US,Low,tpusa.com
Tuscaloosa Leader,https://mediabiasfactcheck.com/tuscaloosa-leader,Questionable,Mixed,US,Low,tuscaloosaleader.com
Tuscaloosa News,https://mediabiasfactcheck.com/tuscaloosa-news-bias,Center-Left,High,US,High,tuscaloosanews.com
TVW Washington State,https://mediabiasfactcheck.com/tvw-washington-state,Center,Very High,US,High,tvw.org
Twiner-Herald,https://mediabiasfactcheck.com/twiner-herald-bias,Center,High,US,High,loganwoodbine.com
Twisted News,https://mediabiasfactcheck.com/twisted-news,Conspiracy-Pseudoscience,Very Low,US,Low,twisted.news
Twitchy,https://mediabiasfactcheck.com/twitchy,Right,Mixed,US,Medium,twitchy.com
Type Media Center,https://mediabiasfactcheck.com/the-nation-institute,Center-Left,High,US,High,typemediacenter.org
Tyranny Rising,https://mediabiasfactcheck.com/tyranny-rising,Conspiracy-Pseudoscience,Mixed,US,Low,jstor.org/stable/j.ctt6wrm5f
Unbiased America,https://mediabiasfactcheck.com/unbiased-america,Right,Mixed,US,Medium,unbiasedamerica.com
Uncle Sam's Misguided Children,https://mediabiasfactcheck.com/uncle-sams-misguided-children,Questionable,Low,US,Low,unclesamsmisguidedchildren.com
UncoverDC,https://mediabiasfactcheck.com/uncoverdc,Questionable,Low,US,Low,uncoverdc.com
Undark,https://mediabiasfactcheck.com/undark,Center-Left,High,US,High,undark.org
Understand Reality Through Science,https://mediabiasfactcheck.com/understand-reality-through-science,Pro-Science,High,US,High,understandrealitythroughscience.blogspot.com
Understanding the threat,https://mediabiasfactcheck.com/understanding-the-threat,Questionable,Low,US,Low,understandingthethreat.com
Unicorn Riot,https://mediabiasfactcheck.com/unicorn-riot,Left,High,US,High,unicornriot.ninja
Union of Concerned Scientists,https://mediabiasfactcheck.com/union-of-concerned-scientists,Center-Left,Mostly Factual,US,High,ucsusa.org
Unite America First,https://mediabiasfactcheck.com/unite-america-first,Questionable,Low,US,Low,uniteamericafirst.com
United Federation of Teachers,https://mediabiasfactcheck.com/united-federation-of-teachers-uft,Center-Left,High,US,High,uft.org
United Press International (UPI,https://mediabiasfactcheck.com/united-press-international-upi,Center,High,US,High,upi.com
United State House of Representatives,https://mediabiasfactcheck.com/united-states-house-representatives-house-gov,Center,Very High,US,High,house.gov
University Business,https://mediabiasfactcheck.com/university-business,Center-Left,Mixed,US,Medium,universitybusiness.com
Update America,https://mediabiasfactcheck.com/update-america,Right,Mixed,US,Medium,updateamerica.com
Upper Delta News,https://mediabiasfactcheck.com/upper-delta-news,Questionable,Mixed,US,Low,upperdeltanews.com
Uproxx,https://mediabiasfactcheck.com/uproxx,Left,Mixed,US,Medium,uproxx.com
Upworthy,https://mediabiasfactcheck.com/upworthy,Left,Mostly Factual,US,High,upworthy.com
Urban Institute,https://mediabiasfactcheck.com/urban-institute,Center-Left,High,US,High,urban.org
US Advisor,https://mediabiasfactcheck.com/us-advisor,Questionable,Low,US,Low,ushealthyadvisor.com
US Backlash,https://mediabiasfactcheck.com/us-backlash,Questionable,Very Low,US,Low,usbacklash.org
US Chronicle,https://mediabiasfactcheck.com/us-chronicle,Questionable,Low,US,Low,uschronicle.com
US Department of Energy - Office of Science,https://mediabiasfactcheck.com/us-department-energy-office-science,Pro-Science,High,US,High,energy.gov
US Political Post,https://mediabiasfactcheck.com/us-political-post,Left,Mixed,US,Medium,theuspoliticalpost.com
US Uncut,https://mediabiasfactcheck.com/us-uncut,Left,Mixed,US,Medium,usuncut.com
USA Spending,https://mediabiasfactcheck.com/usa-spending,Center,Very High,US,High,usaspending.gov
USA Today,https://mediabiasfactcheck.com/usa-today-2,Center-Left,Mostly Factual,US,High,usatoday.com
USAFacts,https://mediabiasfactcheck.com/usa-facts,Center,Very High,US,High,usafacts.org
USAWatchdog.com,https://mediabiasfactcheck.com/usawatchdog-com,Conspiracy-Pseudoscience,Low,US,Low,usawatchdog.com
UsNews and World Report,https://mediabiasfactcheck.com/us-news-world-report,Center-Left,High,US,High,usnews.com
USSA News,https://mediabiasfactcheck.com/ussa-news,Questionable,Mixed,US,Low,ussanews.com
Utah Public Radio (UTR,https://mediabiasfactcheck.com/utah-public-radio-upr,Center-Left,High,US,High,upr.org
Utah Standard-Examiner,https://mediabiasfactcheck.com/utah-standard-examiner,Center-Right,High,US,High,standard.net
Utica Observer-Dispatch,https://mediabiasfactcheck.com/utica-observer-dispatch,Center-Left,High,US,High,uticaod.com
UVA - Center for Politics,https://mediabiasfactcheck.com/uva-center-for-politics-bias,Center-Left,High,US,High,centerforpolitics.com
Vaccine Impact,https://mediabiasfactcheck.com/vaccine-impact,Conspiracy-Pseudoscience,Very Low,US,Low,vaccineimpact.com
Vaccine Safety Info,https://mediabiasfactcheck.com/vaccine-safety-info,Conspiracy-Pseudoscience,Very Low,US,Low,vaccinesafety.info
Vaccines News,https://mediabiasfactcheck.com/vaccines-news,Conspiracy-Pseudoscience,Very Low,US,Low,vaccines.news
Vaccines Revealed,https://mediabiasfactcheck.com/vaccines-revealed,Conspiracy-Pseudoscience,Very Low,US,Low,vaccinesrevealed.com
VacTruth.com,https://mediabiasfactcheck.com/vactruth-com,Conspiracy-Pseudoscience,Low,US,Low,vactruth.com
ValueWalk,https://mediabiasfactcheck.com/valuewalk,Center-Right,Mostly Factual,US,High,valuewalk.com
Vanguard America,https://mediabiasfactcheck.com/vanguard-america,Questionable,Very Low,US,Low,patriotfront.us
Vanity Fair,https://mediabiasfactcheck.com/vanity-fair,Left,Mostly Factual,US,High,vanityfair.com
Variety Magazine,https://mediabiasfactcheck.com/variety-magazine,Center-Left,High,US,High,variety.com
Vaxopedia,https://mediabiasfactcheck.com/vaxopedia,Pro-Science,High,US,High,vaxopedia.org
Vaxxter,https://mediabiasfactcheck.com/vaxxter,Conspiracy-Pseudoscience,Low,US,Low,vaxxter.com
Vdare,https://mediabiasfactcheck.com/vdare,Questionable,Low,US,Low,vdare.com
Ventura County Star,https://mediabiasfactcheck.com/ventura-county-star-bias,Center-Left,High,US,High,vcstar.com
Verdugos News,https://mediabiasfactcheck.com/verdugos-news,Questionable,Mixed,US,Low,verdugosnews.com
Verified Politics,https://mediabiasfactcheck.com/verified-politics,Left,Mixed,US,Medium,verifiedpolitics.com
Verify Fact Check,https://mediabiasfactcheck.com/verify-fact-check-bias,Center,High,US,High,verifythis.com
Vermont Independent,https://mediabiasfactcheck.com/vermont-independent,Conspiracy-Pseudoscience,Low,US,Low,vermontindependent.org
Verrit,https://mediabiasfactcheck.com/verrit,Left,High,US,High,verrit.com
VeryWell Family,https://mediabiasfactcheck.com/verywell-family,Pro-Science,High,US,High,verywellfamily.com
VeryWell Health,https://mediabiasfactcheck.com/verywell,Pro-Science,High,US,High,verywellhealth.com
Veterans Today,https://mediabiasfactcheck.com/veterans-today,Conspiracy-Pseudoscience,Very Low,US,Low,veteranstoday.com
Vibe,https://mediabiasfactcheck.com/vibe,Center-Left,Mixed,US,Medium,vibe.com
Vice News,https://mediabiasfactcheck.com/vice-news,Center-Left,Mostly Factual,US,High,vice.com
Victor Valley Times,https://mediabiasfactcheck.com/victor-valley-times,Questionable,Mixed,US,Low,victorvalleytimes.com
Victoria Advocate,https://mediabiasfactcheck.com/victoria-advocate,Center-Left,High,US,High,victoriaadvocate.com
Victorville Daily Press,https://mediabiasfactcheck.com/victorville-daily-press-bias,Center-Left,High,US,High,vvdailypress.com
Vigilant Citizen,https://mediabiasfactcheck.com/vigilant-citizen,Conspiracy-Pseudoscience,Low,US,Low,vigilantcitizen.com
Villages-News,https://mediabiasfactcheck.com/villages-news-bias,Center-Right,High,US,High,villages-news.com
Viral Title,https://mediabiasfactcheck.com/viral-title,Left,Mixed,US,Medium,viraltitle.com
Virginia Mercury,https://mediabiasfactcheck.com/virginia-mercury,Center-Left,High,US,High,virginiamercury.com
Visalia Times-Delta,https://mediabiasfactcheck.com/visalia-times-delta-bias,Center-Left,High,US,High,visaliatimesdelta.com
Vision Times,https://mediabiasfactcheck.com/vision-times,Questionable,Mixed,US,Low,visiontimes.com
Viva Liberty,https://mediabiasfactcheck.com/vivaliberty,Right,Mixed,US,Medium,vivaliberty.com
VladTV,https://mediabiasfactcheck.com/vladtv-bias,Center-Left,Mixed,US,Medium,valdtv.com
Vocativ,https://mediabiasfactcheck.com/vocativ,Center,High,US,high,vocativ.com
Voice of America,https://mediabiasfactcheck.com/voice-of-america,Center,High,US,High,voanews.com
Voice of San Diego,https://mediabiasfactcheck.com/voice-of-san-diego,Center,High,US,High,voiceofsandiego.org
Vos Iz Neias,https://mediabiasfactcheck.com/vos-iz-neias,Center,Mixed,US,Medium,vinnews.com
Vote,https://mediabiasfactcheck.com/vote,Left,Mixed,US,Medium,vote.us.org
Vote Smart,https://mediabiasfactcheck.com/votesmart,Center,High,US,High,justfacts.votesmart.org
Vote Vets,https://mediabiasfactcheck.com/votevets-org,Center-Left,Mixed,US,Medium,votevets.org
VoteFraud.News,https://mediabiasfactcheck.com/votefraud-news,Conspiracy-Pseudoscience,Very Low,US,Low,votefraud.news
Vox,https://mediabiasfactcheck.com/vox,Left,High,US,High,vox.com
Vulture,https://mediabiasfactcheck.com/vulture,Center-Left,High,US,High,vulture.com
WABI - Bangor News,https://mediabiasfactcheck.com/wabi-bangor-news-bias,Center,High,US,High,wabi.tv
WACH - Columbia News,https://mediabiasfactcheck.com/wach-columbia-news,Center-Right,High,US,High,wach.com
Waco Tribune-Herald,https://mediabiasfactcheck.com/waco-tribune-herald-bias-credibility-rating,Center,High,US,High,wacotrib.com
WAFB - Baton Rouge,https://mediabiasfactcheck.com/wafb-baton-rouge,Center,High,US,High,wafb.com
WAFF - Huntsville,https://mediabiasfactcheck.com/waff-huntsville,Center,High,US,High,waff.com
WAGM - Maine News,https://mediabiasfactcheck.com/wagm-maine-news-bias,Center,High,US,High,wagmtv.com
